3.04473e-09	0.0000e+00	0.0000e+00
3.05490e-09	0.0000e+00	0.0000e+00
3.06510e-09	0.0000e+00	0.0000e+00
3.07533e-09	0.0000e+00	0.0000e+00
3.08560e-09	0.0000e+00	0.0000e+00
3.09590e-09	0.0000e+00	0.0000e+00
3.10623e-09	0.0000e+00	0.0000e+00
3.11660e-09	0.0000e+00	0.0000e+00
3.12701e-09	0.0000e+00	0.0000e+00
3.13745e-09	0.0000e+00	0.0000e+00
3.14792e-09	0.0000e+00	0.0000e+00
3.15843e-09	0.0000e+00	0.0000e+00
3.16898e-09	0.0000e+00	0.0000e+00
3.17956e-09	0.0000e+00	0.0000e+00
3.19017e-09	0.0000e+00	0.0000e+00
3.20082e-09	0.0000e+00	0.0000e+00
3.21151e-09	0.0000e+00	0.0000e+00
3.22223e-09	0.0000e+00	0.0000e+00
3.23299e-09	0.0000e+00	0.0000e+00
3.24378e-09	0.0000e+00	0.0000e+00
3.25461e-09	0.0000e+00	0.0000e+00
3.26548e-09	0.0000e+00	0.0000e+00
3.27638e-09	0.0000e+00	0.0000e+00
3.28732e-09	0.0000e+00	0.0000e+00
3.29829e-09	0.0000e+00	0.0000e+00
3.30930e-09	0.0000e+00	0.0000e+00
3.32035e-09	0.0000e+00	0.0000e+00
3.33144e-09	0.0000e+00	0.0000e+00
3.34256e-09	0.0000e+00	0.0000e+00
3.35372e-09	0.0000e+00	0.0000e+00
3.36491e-09	0.0000e+00	0.0000e+00
3.37615e-09	0.0000e+00	0.0000e+00
3.38742e-09	0.0000e+00	0.0000e+00
3.39873e-09	0.0000e+00	0.0000e+00
3.41008e-09	0.0000e+00	0.0000e+00
3.42146e-09	0.0000e+00	0.0000e+00
3.43288e-09	0.0000e+00	0.0000e+00
3.44434e-09	0.0000e+00	0.0000e+00
3.45584e-09	0.0000e+00	0.0000e+00
3.46738e-09	0.0000e+00	0.0000e+00
3.47896e-09	0.0000e+00	0.0000e+00
3.49057e-09	0.0000e+00	0.0000e+00
3.50222e-09	0.0000e+00	0.0000e+00
3.51392e-09	0.0000e+00	0.0000e+00
3.52565e-09	0.0000e+00	0.0000e+00
3.53742e-09	0.0000e+00	0.0000e+00
3.54923e-09	0.0000e+00	0.0000e+00
3.56108e-09	0.0000e+00	0.0000e+00
3.57297e-09	0.0000e+00	0.0000e+00
3.58489e-09	0.0000e+00	0.0000e+00
3.59686e-09	0.0000e+00	0.0000e+00
3.60887e-09	0.0000e+00	0.0000e+00
3.62092e-09	0.0000e+00	0.0000e+00
3.63301e-09	0.0000e+00	0.0000e+00
3.64514e-09	0.0000e+00	0.0000e+00
3.65731e-09	0.0000e+00	0.0000e+00
3.66952e-09	0.0000e+00	0.0000e+00
3.68177e-09	0.0000e+00	0.0000e+00
3.69406e-09	0.0000e+00	0.0000e+00
3.70639e-09	0.0000e+00	0.0000e+00
3.71877e-09	0.0000e+00	0.0000e+00
3.73118e-09	0.0000e+00	0.0000e+00
3.74364e-09	0.0000e+00	0.0000e+00
3.75614e-09	0.0000e+00	0.0000e+00
3.76868e-09	0.0000e+00	0.0000e+00
3.78126e-09	0.0000e+00	0.0000e+00
3.79388e-09	0.0000e+00	0.0000e+00
3.80655e-09	0.0000e+00	0.0000e+00
3.81926e-09	0.0000e+00	0.0000e+00
3.83201e-09	0.0000e+00	0.0000e+00
3.84480e-09	0.0000e+00	0.0000e+00
3.85764e-09	0.0000e+00	0.0000e+00
3.87051e-09	0.0000e+00	0.0000e+00
3.88344e-09	0.0000e+00	0.0000e+00
3.89640e-09	0.0000e+00	0.0000e+00
3.90941e-09	0.0000e+00	0.0000e+00
3.92246e-09	0.0000e+00	0.0000e+00
3.93556e-09	0.0000e+00	0.0000e+00
3.94870e-09	0.0000e+00	0.0000e+00
3.96188e-09	0.0000e+00	0.0000e+00
3.97510e-09	0.0000e+00	0.0000e+00
3.98838e-09	0.0000e+00	0.0000e+00
4.00169e-09	0.0000e+00	0.0000e+00
4.01505e-09	0.0000e+00	0.0000e+00
4.02846e-09	0.0000e+00	0.0000e+00
4.04190e-09	0.0000e+00	0.0000e+00
4.05540e-09	0.0000e+00	0.0000e+00
4.06894e-09	0.0000e+00	0.0000e+00
4.08252e-09	0.0000e+00	0.0000e+00
4.09615e-09	0.0000e+00	0.0000e+00
4.10983e-09	0.0000e+00	0.0000e+00
4.12355e-09	0.0000e+00	0.0000e+00
4.13731e-09	0.0000e+00	0.0000e+00
